sn,date,branch,pizza_sold,price,quantity,time,time_range,sales_amount,pizza_exists
1008,2015-12-15,Ikoyi,BBQ Chicken,4000.0,1,08:28:42,Before 9:00am,4000.0,True
1009,2015-12-03,Ikoyi,Veggie Supreme,3000.0,2,08:28:43,Before 9:00am,6000.0,True
1010,2015-12-13,Ikoyi,Meatzaa,2000.0,1,08:28:46,Before 9:00am,2000.0,True
1011,2015-12-13,Lekki,Hot Pepperoni Feast,4000.0,5,08:28:49,Before 9:00am,20000.0,True
1012,2015-12-09,Surulere,Pepperoni Suya,3000.0,3,08:28:49,Before 9:00am,9000.0,True
1013,2015-12-04,Ikoyi,Hot Veggie,4000.0,4,08:28:49,Before 9:00am,16000.0,True
1014,2015-12-12,Ikoyi,Extravaganza,2000.0,2,08:28:49,Before 9:00am,4000.0,True
1015,2015-12-04,Gbagada,BBQ Philly Steak,4000.0,4,08:28:51,Before 9:00am,16000.0,True
1016,2015-12-07,Ikoyi,Hot Veggie,4000.0,5,08:28:51,Before 9:00am,20000.0,True
1017,2015-12-05,Gbagada,Veggie Supreme,3000.0,4,08:28:52,Before 9:00am,12000.0,True
1018,2015-12-11,Ibadan,Chicken Feast,2000.0,3,08:28:54,Before 9:00am,6000.0,True
1019,2015-12-15,Ibadan,Hot Pepperoni Feast,4000.0,3,08:28:55,Before 9:00am,12000.0,True
1020,2015-12-06,Surulere,Extravaganza,2000.0,3,08:28:55,Before 9:00am,6000.0,True
1021,2015-12-14,Lekki,Hot Pepperoni Feast,4000.0,2,08:29:02,Before 9:00am,8000.0,True
1022,2015-12-12,Gbagada,Extravaganza,2000.0,2,08:29:02,Before 9:00am,4000.0,True
1023,2015-12-14,Ibadan,Extravaganza,2000.0,1,08:29:04,Before 9:00am,2000.0,True
1024,2015-12-12,Ibadan,Chicken Legend,2000.0,5,08:29:04,Before 9:00am,10000.0,True
1025,2015-12-15,Surulere,Chicken Bali,2000.0,4,08:29:07,Before 9:00am,8000.0,True
1026,2015-12-05,Ikoyi,BBQ Chicken,4000.0,1,08:29:07,Before 9:00am,4000.0,True
1027,2015-12-12,Lekki,Pepperoni Suya,3000.0,3,08:29:08,Before 9:00am,9000.0,True
1028,2015-12-11,Gbagada,Chicken Feast,2000.0,4,08:29:08,Before 9:00am,8000.0,True
1029,2015-12-10,Ibadan,Hot Pepperoni Feast,4000.0,5,08:29:12,Before 9:00am,20000.0,True
1030,2015-12-13,Gbagada,Chicken Suya,4000.0,3,08:29:13,Before 9:00am,12000.0,True
1031,2015-12-10,Gbagada,Meatzaa,2000.0,5,08:29:15,Before 9:00am,10000.0,True
1032,2015-12-11,Surulere,BBQ Philly Steak,4000.0,5,08:29:15,Before 9:00am,20000.0,True
1033,2015-12-11,Lekki,Chicken Bali,2000.0,4,08:29:18,Before 9:00am,8000.0,True
1034,2015-12-14,Ibadan,Extravaganza,2000.0,2,08:29:22,Before 9:00am,4000.0,True
1035,2015-12-09,Ikoyi,Pepperoni Feast,4000.0,3,08:29:22,Before 9:00am,12000.0,True
1036,2015-12-12,Ibadan,Extravaganza,2000.0,1,08:29:24,Before 9:00am,2000.0,True
1037,2015-12-14,Gbagada,Pepperoni Feast,4000.0,1,08:29:25,Before 9:00am,4000.0,True
1038,2015-12-05,Ibadan,Pepperoni Suya,3000.0,4,08:29:27,Before 9:00am,12000.0,True
1039,2015-12-11,Ibadan,Margarita,4000.0,2,08:29:28,Before 9:00am,8000.0,True
1040,2015-12-04,Gbagada,Chicken Feast,2000.0,2,08:29:28,Before 9:00am,4000.0,True
1041,2015-12-12,Lekki,Extravaganza,2000.0,1,08:29:29,Before 9:00am,2000.0,True
1042,2015-12-06,Lekki,Chicken Bali,2000.0,4,08:29:29,Before 9:00am,8000.0,True
1043,2015-12-05,Ikoyi,Hot Veggie,4000.0,2,08:29:33,Before 9:00am,8000.0,True
1044,2015-12-12,Ikoyi,Margarita,4000.0,3,08:29:34,Before 9:00am,12000.0,True
1045,2015-12-11,Lekki,Margarita,4000.0,4,08:29:35,Before 9:00am,16000.0,True
1046,2015-12-08,Surulere,Chicken Legend,2000.0,1,08:29:37,Before 9:00am,2000.0,True
1047,2015-12-06,Lekki,BBQ Chicken,4000.0,1,08:29:41,Before 9:00am,4000.0,True
1048,2015-12-07,Lekki,Hot Veggie,4000.0,1,08:29:41,Before 9:00am,4000.0,True
1049,2015-12-03,Surulere,Beef Suya,3000.0,5,08:29:42,Before 9:00am,15000.0,True
1050,2015-12-03,Ibadan,Chicken Feast,2000.0,1,08:29:42,Before 9:00am,2000.0,True
1051,2015-12-10,Lekki,Hot Pepperoni Feast,4000.0,5,08:29:46,Before 9:00am,20000.0,True
1052,2015-12-06,Lekki,BBQ Chicken,4000.0,5,08:29:50,Before 9:00am,20000.0,True
1053,2015-12-04,Ibadan,Veggie Supreme,3000.0,4,08:29:54,Before 9:00am,12000.0,True
1054,2015-12-12,Gbagada,Extravaganza,2000.0,1,08:29:54,Before 9:00am,2000.0,True
1055,2015-12-04,Ibadan,Chicken Feast,2000.0,4,08:29:57,Before 9:00am,8000.0,True
1056,2015-12-05,Gbagada,BBQ Philly Steak,4000.0,5,08:29:59,Before 9:00am,20000.0,True
1057,2015-12-11,Gbagada,Meatzaa,2000.0,3,08:29:59,Before 9:00am,6000.0,True
1058,2015-12-07,Ibadan,Pepperoni Feast,4000.0,2,08:30:00,Before 9:00am,8000.0,True
1059,2015-12-06,Surulere,Margarita,4000.0,2,08:30:02,Before 9:00am,8000.0,True
1060,2015-12-03,Lekki,Chicken Legend,2000.0,2,08:30:03,Before 9:00am,4000.0,True
1061,2015-12-04,Ikoyi,Chicken Bali,2000.0,1,08:30:06,Before 9:00am,2000.0,True
1062,2015-12-10,Ikoyi,Hot Veggie,4000.0,3,08:30:09,Before 9:00am,12000.0,True
1063,2015-12-06,Gbagada,Hot Veggie,4000.0,2,08:30:09,Before 9:00am,8000.0,True
1064,2015-12-11,Surulere,BBQ Philly Steak,4000.0,2,08:30:10,Before 9:00am,8000.0,True
1065,2015-12-12,Ibadan,Pepperoni Feast,4000.0,5,08:30:10,Before 9:00am,20000.0,True
1066,2015-12-04,Gbagada,Chicken Suya,4000.0,4,08:30:12,Before 9:00am,16000.0,True
1067,2015-12-09,Surulere,BBQ Chicken,4000.0,3,08:30:13,Before 9:00am,12000.0,True
1068,2015-12-15,Surulere,Chicken Legend,2000.0,1,08:30:15,Before 9:00am,2000.0,True
1069,2015-12-08,Ikoyi,Margarita,4000.0,1,08:30:15,Before 9:00am,4000.0,True
1070,2015-12-15,Gbagada,Extravaganza,2000.0,3,08:30:16,Before 9:00am,6000.0,True
1071,2015-12-04,Ibadan,Extravaganza,2000.0,5,08:30:17,Before 9:00am,10000.0,True
1072,2015-12-03,Lekki,Margarita,4000.0,3,08:30:18,Before 9:00am,12000.0,True
1073,2015-12-03,Ikoyi,Italiano,3000.0,1,08:30:18,Before 9:00am,3000.0,True
1074,2015-12-08,Gbagada,Pepperoni Feast,4000.0,3,08:30:20,Before 9:00am,12000.0,True
1075,2015-12-07,Lekki,BBQ Chicken,4000.0,4,08:30:22,Before 9:00am,16000.0,True
1076,2015-12-07,Ibadan,Chicken Suya,4000.0,4,08:30:22,Before 9:00am,16000.0,True
1077,2015-12-12,Surulere,Chicken Feast,2000.0,2,08:30:23,Before 9:00am,4000.0,True
1078,2015-12-06,Gbagada,BBQ Chicken,4000.0,5,08:30:23,Before 9:00am,20000.0,True
1079,2015-12-03,Ikoyi,Extravaganza,2000.0,3,08:30:24,Before 9:00am,6000.0,True
1080,2015-12-03,Surulere,Chicken Legend,2000.0,4,08:30:25,Before 9:00am,8000.0,True
1081,2015-12-03,Ibadan,Chicken Bali,2000.0,3,08:30:26,Before 9:00am,6000.0,True
1082,2015-12-13,Ikoyi,Chicken Feast,2000.0,4,08:30:27,Before 9:00am,8000.0,True
1083,2015-12-09,Ikoyi,Chicken Bali,2000.0,2,08:30:27,Before 9:00am,4000.0,True
1084,2015-12-10,Gbagada,Hot Veggie,4000.0,5,08:30:28,Before 9:00am,20000.0,True
1085,2015-12-13,Gbagada,Beef Suya,3000.0,5,08:30:29,Before 9:00am,15000.0,True
1086,2015-12-08,Ibadan,Chicken Feast,2000.0,5,08:30:31,Before 9:00am,10000.0,True
1087,2015-12-04,Surulere,Hot Veggie,4000.0,2,08:30:32,Before 9:00am,8000.0,True
1088,2015-12-03,Lekki,BBQ Philly Steak,4000.0,4,08:30:33,Before 9:00am,16000.0,True
1089,2015-12-15,Surulere,Beef Suya,3000.0,1,08:30:33,Before 9:00am,3000.0,True
1090,2015-12-06,Lekki,Beef Suya,3000.0,5,08:30:34,Before 9:00am,15000.0,True
1091,2015-12-04,Gbagada,BBQ Chicken,4000.0,1,08:30:34,Before 9:00am,4000.0,True
1092,2015-12-09,Lekki,Meatzaa,2000.0,2,08:30:35,Before 9:00am,4000.0,True
1093,2015-12-05,Ikoyi,BBQ Chicken,4000.0,3,08:30:37,Before 9:00am,12000.0,True
1094,2015-12-12,Ikoyi,Beef Suya,3000.0,4,08:30:38,Before 9:00am,12000.0,True
1095,2015-12-09,Ibadan,Meatzaa,2000.0,5,08:30:38,Before 9:00am,10000.0,True
1096,2015-12-09,Surulere,Chicken Feast,2000.0,1,08:30:38,Before 9:00am,2000.0,True
1097,2015-12-06,Gbagada,Chicken Bali,2000.0,3,08:30:43,Before 9:00am,6000.0,True
1098,2015-12-10,Lekki,Chicken Suya,4000.0,3,08:30:43,Before 9:00am,12000.0,True
1099,2015-12-05,Ikoyi,Italiano,3000.0,1,08:30:46,Before 9:00am,3000.0,True
1100,2015-12-07,Surulere,Beef Suya,3000.0,3,08:30:46,Before 9:00am,9000.0,True
1101,2015-12-07,Ikoyi,BBQ Philly Steak,4000.0,5,08:30:50,Before 9:00am,20000.0,True
1102,2015-12-05,Lekki,Pepperoni Feast,4000.0,3,08:30:51,Before 9:00am,12000.0,True
1103,2015-12-15,Gbagada,Chicken Suya,4000.0,3,08:30:52,Before 9:00am,12000.0,True
1104,2015-12-03,Surulere,Pepperoni Feast,4000.0,3,08:30:53,Before 9:00am,12000.0,True
1105,2015-12-11,Ikoyi,BBQ Philly Steak,4000.0,1,08:30:54,Before 9:00am,4000.0,True
1106,2015-12-06,Surulere,Veggie Supreme,3000.0,5,08:30:54,Before 9:00am,15000.0,True
1107,2015-12-09,Ikoyi,Margarita,4000.0,1,08:30:55,Before 9:00am,4000.0,True
1108,2015-12-06,Ikoyi,Chicken Legend,2000.0,4,08:30:58,Before 9:00am,8000.0,True
1109,2015-12-03,Surulere,Veggie Supreme,3000.0,5,08:30:59,Before 9:00am,15000.0,True
1110,2015-12-15,Surulere,Hot Veggie,4000.0,3,08:31:00,Before 9:00am,12000.0,True
1111,2015-12-05,Surulere,Chicken Feast,2000.0,1,08:31:02,Before 9:00am,2000.0,True
1112,2015-12-06,Ikoyi,Hot Pepperoni Feast,4000.0,1,08:31:03,Before 9:00am,4000.0,True
1113,2015-12-09,Ibadan,Chicken Legend,2000.0,1,08:31:06,Before 9:00am,2000.0,True
1114,2015-12-08,Ikoyi,Margarita,4000.0,3,08:31:07,Before 9:00am,12000.0,True
1115,2015-12-10,Ibadan,Chicken Legend,2000.0,5,08:31:13,Before 9:00am,10000.0,True
1116,2015-12-14,Ikoyi,Veggie Supreme,3000.0,2,08:31:13,Before 9:00am,6000.0,True
1117,2015-12-05,Ibadan,Margarita,4000.0,1,08:31:14,Before 9:00am,4000.0,True
1118,2015-12-06,Ibadan,Chicken Bali,2000.0,1,08:31:15,Before 9:00am,2000.0,True
1119,2015-12-13,Ibadan,Pepperoni Suya,3000.0,1,08:31:15,Before 9:00am,3000.0,True
1120,2015-12-04,Ibadan,Extravaganza,2000.0,4,08:31:15,Before 9:00am,8000.0,True
1121,2015-12-11,Gbagada,Italiano,3000.0,1,08:31:16,Before 9:00am,3000.0,True
1122,2015-12-10,Gbagada,BBQ Chicken,4000.0,3,08:31:16,Before 9:00am,12000.0,True
1123,2015-12-14,Ikoyi,Chicken Bali,2000.0,5,08:31:17,Before 9:00am,10000.0,True
1124,2015-12-09,Ikoyi,Meatzaa,2000.0,1,08:31:18,Before 9:00am,2000.0,True
1125,2015-12-15,Ikoyi,Chicken Bali,2000.0,1,08:31:18,Before 9:00am,2000.0,True
1126,2015-12-09,Gbagada,Chicken Legend,2000.0,1,08:31:19,Before 9:00am,2000.0,True
1127,2015-12-11,Lekki,Meatzaa,2000.0,3,08:31:19,Before 9:00am,6000.0,True
1128,2015-12-11,Surulere,BBQ Philly Steak,4000.0,5,08:31:19,Before 9:00am,20000.0,True
1129,2015-12-07,Ibadan,Chicken Suya,4000.0,3,08:31:19,Before 9:00am,12000.0,True
1130,2015-12-07,Lekki,Margarita,4000.0,3,08:31:21,Before 9:00am,12000.0,True
1131,2015-12-15,Gbagada,Chicken Feast,2000.0,4,08:31:23,Before 9:00am,8000.0,True
1132,2015-12-09,Ibadan,Chicken Feast,2000.0,3,08:31:23,Before 9:00am,6000.0,True
1133,2015-12-04,Lekki,Hot Pepperoni Feast,4000.0,1,08:31:25,Before 9:00am,4000.0,True
1134,2015-12-14,Surulere,Italiano,3000.0,2,08:31:25,Before 9:00am,6000.0,True
1135,2015-12-09,Surulere,Veggie Supreme,3000.0,4,08:31:27,Before 9:00am,12000.0,True
1136,2015-12-13,Ibadan,Chicken Bali,2000.0,1,08:31:27,Before 9:00am,2000.0,True
1137,2015-12-08,Ibadan,Italiano,3000.0,2,08:31:28,Before 9:00am,6000.0,True
1138,2015-12-15,Ibadan,BBQ Chicken,4000.0,3,08:31:29,Before 9:00am,12000.0,True
1139,2015-12-08,Ibadan,Chicken Feast,2000.0,3,08:31:29,Before 9:00am,6000.0,True
1140,2015-12-09,Lekki,Pepperoni Suya,3000.0,1,08:31:29,Before 9:00am,3000.0,True
1141,2015-12-07,Gbagada,Chicken Feast,2000.0,4,08:31:35,Before 9:00am,8000.0,True
1142,2015-12-15,Lekki,Meatzaa,2000.0,4,08:31:35,Before 9:00am,8000.0,True
1143,2015-12-03,Lekki,Italiano,3000.0,1,08:31:37,Before 9:00am,3000.0,True
1144,2015-12-05,Gbagada,Hot Pepperoni Feast,4000.0,3,08:31:37,Before 9:00am,12000.0,True
1145,2015-12-11,Ibadan,Pepperoni Feast,4000.0,2,08:31:38,Before 9:00am,8000.0,True
1146,2015-12-04,Ikoyi,Chicken Legend,2000.0,2,08:31:41,Before 9:00am,4000.0,True
1147,2015-12-03,Ikoyi,BBQ Chicken,4000.0,2,08:31:44,Before 9:00am,8000.0,True
1148,2015-12-10,Lekki,BBQ Philly Steak,4000.0,2,08:31:44,Before 9:00am,8000.0,True
1149,2015-12-06,Surulere,Extravaganza,2000.0,4,08:31:44,Before 9:00am,8000.0,True
1150,2015-12-12,Gbagada,Pepperoni Suya,3000.0,1,08:31:44,Before 9:00am,3000.0,True
1151,2015-12-06,Ibadan,Margarita,4000.0,1,08:31:49,Before 9:00am,4000.0,True
1152,2015-12-04,Lekki,Hot Pepperoni Feast,4000.0,2,08:31:49,Before 9:00am,8000.0,True
1153,2015-12-12,Ibadan,Extravaganza,2000.0,5,08:31:50,Before 9:00am,10000.0,True
1154,2015-12-09,Surulere,BBQ Chicken,4000.0,4,08:31:51,Before 9:00am,16000.0,True
1155,2015-12-11,Ibadan,Beef Suya,3000.0,5,08:31:52,Before 9:00am,15000.0,True
1156,2015-12-10,Ikoyi,Meatzaa,2000.0,4,08:31:52,Before 9:00am,8000.0,True
1157,2015-12-09,Lekki,Pepperoni Suya,3000.0,4,08:31:53,Before 9:00am,12000.0,True
1158,2015-12-11,Lekki,Pepperoni Suya,3000.0,1,08:31:54,Before 9:00am,3000.0,True
1159,2015-12-07,Gbagada,BBQ Philly Steak,4000.0,5,08:31:57,Before 9:00am,20000.0,True
1160,2015-12-10,Ikoyi,Beef Suya,3000.0,1,08:32:01,Before 9:00am,3000.0,True
1161,2015-12-12,Lekki,Italiano,3000.0,3,08:32:02,Before 9:00am,9000.0,True
1162,2015-12-09,Lekki,Pepperoni Feast,4000.0,5,08:32:04,Before 9:00am,20000.0,True
1163,2015-12-14,Ikoyi,Veggie Supreme,3000.0,2,08:32:06,Before 9:00am,6000.0,True
1164,2015-12-06,Lekki,Meatzaa,2000.0,1,08:32:07,Before 9:00am,2000.0,True
1165,2015-12-08,Surulere,Margarita,4000.0,4,08:32:08,Before 9:00am,16000.0,True
1166,2015-12-07,Surulere,Pepperoni Feast,4000.0,4,08:32:09,Before 9:00am,16000.0,True
1167,2015-12-11,Ikoyi,Chicken Feast,2000.0,2,08:32:12,Before 9:00am,4000.0,True
1168,2015-12-12,Surulere,BBQ Philly Steak,4000.0,4,08:32:15,Before 9:00am,16000.0,True
1169,2015-12-13,Ikoyi,Veggie Supreme,3000.0,1,08:32:15,Before 9:00am,3000.0,True
1170,2015-12-10,Lekki,Veggie Supreme,3000.0,5,08:32:16,Before 9:00am,15000.0,True
1171,2015-12-05,Gbagada,Veggie Supreme,3000.0,4,08:32:16,Before 9:00am,12000.0,True
1172,2015-12-03,Gbagada,Chicken Bali,2000.0,2,08:32:17,Before 9:00am,4000.0,True
1173,2015-12-07,Ikoyi,Italiano,3000.0,3,08:32:18,Before 9:00am,9000.0,True
1174,2015-12-13,Ikoyi,Chicken Feast,2000.0,2,08:32:21,Before 9:00am,4000.0,True
1175,2015-12-05,Ibadan,BBQ Philly Steak,4000.0,3,08:32:24,Before 9:00am,12000.0,True
1176,2015-12-14,Ikoyi,Chicken Bali,2000.0,3,08:32:30,Before 9:00am,6000.0,True
1177,2015-12-11,Gbagada,Extravaganza,2000.0,1,08:32:30,Before 9:00am,2000.0,True
1178,2015-12-13,Ibadan,Chicken Feast,2000.0,4,08:32:31,Before 9:00am,8000.0,True
1179,2015-12-07,Gbagada,Chicken Bali,2000.0,3,08:32:31,Before 9:00am,6000.0,True
1180,2015-12-05,Surulere,Hot Veggie,4000.0,4,08:32:34,Before 9:00am,16000.0,True
1181,2015-12-05,Gbagada,Meatzaa,2000.0,1,08:32:34,Before 9:00am,2000.0,True
1182,2015-12-10,Lekki,Chicken Suya,4000.0,5,08:32:36,Before 9:00am,20000.0,True
1183,2015-12-03,Ibadan,Chicken Legend,2000.0,2,08:32:38,Before 9:00am,4000.0,True
1184,2015-12-10,Ibadan,Chicken Suya,4000.0,3,08:32:38,Before 9:00am,12000.0,True
1185,2015-12-07,Ikoyi,BBQ Philly Steak,4000.0,5,08:32:39,Before 9:00am,20000.0,True
1186,2015-12-08,Ikoyi,Pepperoni Feast,4000.0,2,08:32:40,Before 9:00am,8000.0,True
1187,2015-12-05,Ikoyi,Chicken Suya,4000.0,4,08:32:42,Before 9:00am,16000.0,True
1188,2015-12-12,Ikoyi,Hot Veggie,4000.0,5,08:32:42,Before 9:00am,20000.0,True
1189,2015-12-03,Ibadan,Beef Suya,3000.0,2,08:32:44,Before 9:00am,6000.0,True
1190,2015-12-05,Lekki,Extravaganza,2000.0,5,08:32:44,Before 9:00am,10000.0,True
1191,2015-12-14,Gbagada,Italiano,3000.0,4,08:32:46,Before 9:00am,12000.0,True
1192,2015-12-04,Lekki,BBQ Chicken,4000.0,2,08:32:47,Before 9:00am,8000.0,True
1193,2015-12-07,Ikoyi,Italiano,3000.0,4,08:32:48,Before 9:00am,12000.0,True
1194,2015-12-05,Gbagada,Meatzaa,2000.0,2,08:32:49,Before 9:00am,4000.0,True
1195,2015-12-12,Lekki,Chicken Suya,4000.0,5,08:32:56,Before 9:00am,20000.0,True
1196,2015-12-12,Ikoyi,Veggie Supreme,3000.0,5,08:32:58,Before 9:00am,15000.0,True
1197,2015-12-06,Lekki,Hot Veggie,4000.0,2,08:32:58,Before 9:00am,8000.0,True
1198,2015-12-13,Ibadan,Chicken Feast,2000.0,2,08:32:59,Before 9:00am,4000.0,True
1199,2015-12-14,Lekki,BBQ Philly Steak,4000.0,2,08:33:00,Before 9:00am,8000.0,True
1200,2015-12-05,Ikoyi,Chicken Bali,2000.0,5,08:33:02,Before 9:00am,10000.0,True
1201,2015-12-03,Lekki,Margarita,4000.0,3,08:33:04,Before 9:00am,12000.0,True
1202,2015-12-11,Gbagada,Chicken Feast,2000.0,5,08:33:05,Before 9:00am,10000.0,True
1203,2015-12-05,Gbagada,Beef Suya,3000.0,3,08:33:05,Before 9:00am,9000.0,True
1204,2015-12-06,Surulere,Veggie Supreme,3000.0,5,08:33:07,Before 9:00am,15000.0,True
1205,2015-12-13,Lekki,Pepperoni Feast,4000.0,4,08:33:08,Before 9:00am,16000.0,True
1206,2015-12-10,Ikoyi,Italiano,3000.0,4,08:33:11,Before 9:00am,12000.0,True
1207,2015-12-03,Ikoyi,Pepperoni Feast,4000.0,3,08:33:11,Before 9:00am,12000.0,True
1208,2015-12-08,Gbagada,Chicken Bali,2000.0,3,08:33:13,Before 9:00am,6000.0,True
1209,2015-12-15,Surulere,Margarita,4000.0,2,08:33:13,Before 9:00am,8000.0,True
1210,2015-12-06,Lekki,Italiano,3000.0,3,08:33:14,Before 9:00am,9000.0,True
1211,2015-12-14,Surulere,Hot Pepperoni Feast,4000.0,5,08:33:16,Before 9:00am,20000.0,True
1212,2015-12-12,Ikoyi,Chicken Suya,4000.0,5,08:33:16,Before 9:00am,20000.0,True
1213,2015-12-10,Lekki,Hot Pepperoni Feast,4000.0,5,08:33:17,Before 9:00am,20000.0,True
1214,2015-12-10,Gbagada,BBQ Philly Steak,4000.0,3,08:33:17,Before 9:00am,12000.0,True
1215,2015-12-06,Ikoyi,Chicken Bali,2000.0,2,08:33:25,Before 9:00am,4000.0,True
1216,2015-12-12,Ibadan,Chicken Feast,2000.0,3,08:33:26,Before 9:00am,6000.0,True
1217,2015-12-04,Lekki,Pepperoni Feast,4000.0,2,08:33:30,Before 9:00am,8000.0,True
1218,2015-12-03,Ibadan,BBQ Chicken,4000.0,2,08:33:32,Before 9:00am,8000.0,True
1219,2015-12-14,Ikoyi,Chicken Suya,4000.0,1,08:33:32,Before 9:00am,4000.0,True
1220,2015-12-04,Ibadan,Hot Veggie,4000.0,2,08:33:39,Before 9:00am,8000.0,True
1221,2015-12-04,Surulere,Pepperoni Suya,3000.0,2,08:33:40,Before 9:00am,6000.0,True
1222,2015-12-08,Gbagada,Veggie Supreme,3000.0,5,08:33:44,Before 9:00am,15000.0,True
1223,2015-12-07,Surulere,Pepperoni Feast,4000.0,2,08:33:45,Before 9:00am,8000.0,True
1224,2015-12-07,Lekki,Extravaganza,2000.0,1,08:33:45,Before 9:00am,2000.0,True
1225,2015-12-13,Gbagada,Extravaganza,2000.0,1,08:33:46,Before 9:00am,2000.0,True
1226,2015-12-10,Gbagada,Veggie Supreme,3000.0,2,08:33:47,Before 9:00am,6000.0,True
1227,2015-12-05,Ikoyi,BBQ Philly Steak,4000.0,1,08:33:48,Before 9:00am,4000.0,True
1228,2015-12-09,Lekki,Chicken Suya,4000.0,1,08:33:52,Before 9:00am,4000.0,True
1229,2015-12-12,Ikoyi,Italiano,3000.0,4,08:33:53,Before 9:00am,12000.0,True
1230,2015-12-09,Gbagada,Chicken Legend,2000.0,5,08:33:53,Before 9:00am,10000.0,True
1231,2015-12-10,Surulere,Chicken Feast,2000.0,2,08:33:56,Before 9:00am,4000.0,True
1232,2015-12-09,Lekki,Italiano,3000.0,2,08:34:02,Before 9:00am,6000.0,True
1233,2015-12-03,Ikoyi,Chicken Feast,2000.0,2,08:34:03,Before 9:00am,4000.0,True
1234,2015-12-08,Surulere,Pepperoni Suya,3000.0,2,08:34:03,Before 9:00am,6000.0,True
1235,2015-12-11,Ikoyi,Chicken Bali,2000.0,1,08:34:04,Before 9:00am,2000.0,True
1236,2015-12-12,Lekki,Italiano,3000.0,4,08:34:07,Before 9:00am,12000.0,True
1237,2015-12-06,Lekki,Extravaganza,2000.0,4,08:34:08,Before 9:00am,8000.0,True
1238,2015-12-13,Lekki,Chicken Suya,4000.0,2,08:34:08,Before 9:00am,8000.0,True
1239,2015-12-03,Gbagada,Italiano,3000.0,3,08:34:09,Before 9:00am,9000.0,True
1240,2015-12-15,Ibadan,Hot Pepperoni Feast,4000.0,3,08:34:14,Before 9:00am,12000.0,True
1241,2015-12-15,Gbagada,Chicken Bali,2000.0,1,08:34:17,Before 9:00am,2000.0,True
1242,2015-12-14,Surulere,Chicken Bali,2000.0,1,08:34:17,Before 9:00am,2000.0,True
1243,2015-12-03,Surulere,Chicken Feast,2000.0,3,08:34:21,Before 9:00am,6000.0,True
1244,2015-12-15,Lekki,BBQ Chicken,4000.0,4,08:34:22,Before 9:00am,16000.0,True
1245,2015-12-13,Lekki,Pepperoni Suya,3000.0,5,08:34:24,Before 9:00am,15000.0,True
1246,2015-12-06,Surulere,Italiano,3000.0,3,08:34:24,Before 9:00am,9000.0,True
1247,2015-12-05,Ikoyi,Beef Suya,3000.0,5,08:34:25,Before 9:00am,15000.0,True
1248,2015-12-05,Ikoyi,Extravaganza,2000.0,5,08:34:28,Before 9:00am,10000.0,True
1249,2015-12-03,Ibadan,Chicken Suya,4000.0,3,08:34:28,Before 9:00am,12000.0,True
1250,2015-12-04,Gbagada,Beef Suya,3000.0,4,08:34:29,Before 9:00am,12000.0,True
1251,2015-12-09,Surulere,Pepperoni Feast,4000.0,3,08:34:29,Before 9:00am,12000.0,True
1252,2015-12-10,Gbagada,Margarita,4000.0,2,08:34:32,Before 9:00am,8000.0,True
1253,2015-12-09,Ibadan,Extravaganza,2000.0,4,08:34:33,Before 9:00am,8000.0,True
1254,2015-12-15,Gbagada,Pepperoni Suya,3000.0,4,08:34:33,Before 9:00am,12000.0,True
1255,2015-12-14,Gbagada,Meatzaa,2000.0,1,08:34:34,Before 9:00am,2000.0,True
1256,2015-12-12,Lekki,Veggie Supreme,3000.0,4,08:34:35,Before 9:00am,12000.0,True
1257,2015-12-05,Gbagada,Margarita,4000.0,4,08:34:37,Before 9:00am,16000.0,True
1258,2015-12-11,Surulere,Pepperoni Suya,3000.0,2,08:34:37,Before 9:00am,6000.0,True
1259,2015-12-10,Ikoyi,Chicken Legend,2000.0,1,08:34:42,Before 9:00am,2000.0,True
1260,2015-12-15,Lekki,Hot Veggie,4000.0,2,08:34:43,Before 9:00am,8000.0,True
1261,2015-12-08,Gbagada,Veggie Supreme,3000.0,4,08:34:45,Before 9:00am,12000.0,True
1262,2015-12-14,Ibadan,Chicken Suya,4000.0,4,08:34:46,Before 9:00am,16000.0,True
1263,2015-12-13,Lekki,Pepperoni Suya,3000.0,3,08:34:47,Before 9:00am,9000.0,True
1264,2015-12-11,Ikoyi,Hot Veggie,4000.0,2,08:34:48,Before 9:00am,8000.0,True
1265,2015-12-04,Lekki,Chicken Legend,2000.0,1,08:34:48,Before 9:00am,2000.0,True
1266,2015-12-12,Gbagada,Hot Veggie,4000.0,5,08:34:49,Before 9:00am,20000.0,True
1267,2015-12-14,Ibadan,Chicken Suya,4000.0,3,08:34:49,Before 9:00am,12000.0,True
1268,2015-12-12,Lekki,Chicken Legend,2000.0,3,08:34:56,Before 9:00am,6000.0,True
1269,2015-12-08,Ikoyi,Chicken Bali,2000.0,2,08:34:57,Before 9:00am,4000.0,True
1270,2015-12-10,Ikoyi,Hot Veggie,4000.0,3,08:34:59,Before 9:00am,12000.0,True
1271,2015-12-06,Ikoyi,Pepperoni Feast,4000.0,4,08:35:00,Before 9:00am,16000.0,True
1272,2015-12-07,Lekki,Italiano,3000.0,2,08:35:01,Before 9:00am,6000.0,True
1273,2015-12-11,Lekki,Chicken Bali,2000.0,3,08:35:03,Before 9:00am,6000.0,True
1274,2015-12-10,Surulere,Veggie Supreme,3000.0,3,08:35:04,Before 9:00am,9000.0,True
1275,2015-12-09,Gbagada,Chicken Legend,2000.0,4,08:35:07,Before 9:00am,8000.0,True
